22.86667 +34.50000 AND  O
22.86667 +52.50000 AND  O
23.33333 +52.50000 AND  O
23.33333 +50.00000 AND  O
23.58333 +50.00000 AND  O
23.58333 +48.00000 AND  O
 0.16667 +48.00000 AND  O
 0.16667 +46.00000 AND  O
 0.86667 +46.00000 AND  O
 0.86667 +48.00000 AND  O
 1.11667 +48.00000 AND  O
 1.11667 +50.00000 AND  O
 1.36667 +50.00000 AND  O
 1.66667 +50.00000 AND  O
 1.66667 +47.00000 AND  O
 2.04167 +47.00000 AND  O
 2.04167 +50.50000 AND  O
 2.51667 +50.50000 AND  O
 2.51667 +36.75000 AND  O
 2.00000 +36.75000 AND  O
 2.00000 +35.00000 AND  O
 1.40833 +35.00000 AND  O
 1.40833 +33.00000 AND  O
 0.71667 +33.00000 AND  O
 0.71667 +23.75000 AND  O
 0.85000 +23.75000 AND  O
 0.85000 +21.00000 AND  O
 0.14167 +21.00000 AND  O
 0.14167 +22.00000 AND  O
 0.06667 +22.00000 AND  O
 0.06667 +28.00000 AND  O
 0.00000 +28.00000 AND  O
 0.00000 +31.33333 AND  O
23.75000 +31.33333 AND  O
23.75000 +32.08333 AND  O
23.50000 +32.08333 AND  O
23.50000 +34.50000 AND  O
 9.36667 -24.00000 ANT  O
 9.36667 -36.75000 ANT  O
 9.36667 -39.75000 ANT  O
11.00000 -39.75000 ANT  O
11.00000 -35.00000 ANT  O
10.83333 -35.00000 ANT  O
10.83333 -31.16667 ANT  O
10.58333 -31.16667 ANT  O
10.58333 -29.16667 ANT  O
10.25000 -29.16667 ANT  O
10.25000 -26.50000 ANT  O
 9.75000 -26.50000 ANT  O
 9.75000 -24.00000 ANT  O
13.66667 -82.50000 APS  O
18.00000 -82.50000 APS  O
18.00000 -75.00000 APS  O
18.00000 -67.50000 APS  O
17.50000 -67.50000 APS  O
17.00000 -67.50000 APS  O
17.00000 -70.00000 APS  O
14.75000 -70.00000 APS  O
13.66667 -70.00000 APS  O
13.66667 -75.00000 APS  O
20.53333  00.00000 AQR  O
20.53333 +02.00000 AQR  O
20.83333 +02.00000 AQR  O
21.33333 +02.00000 AQR  O
21.46667 +02.00000 AQR  O
21.46667 +02.75000 AQR  O
21.66667 +02.75000 AQR  O
21.66667 +01.75000 AQR  O
22.00000 +01.75000 AQR  O
22.00000 +02.00000 AQR  O
22.75000 +02.00000 AQR  O
22.75000  00.00000 AQR  O
22.75000 -04.00000 AQR  O
23.83333 -04.00000 AQR  O
23.83333 -07.00000 AQR  O
23.83333 -25.50000 AQR  O
23.00000 -25.50000 AQR  O
21.86667 -25.50000 AQR  O
21.86667 -09.00000 AQR  O
21.33333 -09.00000 AQR  O
21.33333 -15.00000 AQR  O
20.53333 -15.00000 AQR  O
20.53333 -09.00000 AQR  O
18.58333  00.00000 AQL  O
18.58333 +02.00000 AQL  O
18.86667 +02.00000 AQL  O
18.86667 +06.25000 AQL  O
18.66222 +06.25000 AQL  O
18.66222 +12.00000 AQL  O
18.86667 +12.00000 AQL  O
18.86667 +18.50000 AQL  O
19.00000 +18.50000 AQL  O
19.00000 +16.16667 AQL  O
19.83333 +16.16667 AQL  O
19.83333 +15.75000 AQL  O
20.14167 +15.75000 AQL  O
20.14167 +08.50000 AQL  O
20.30000 +08.50000 AQL  O
20.30000 +02.00000 AQL  O
20.53333 +02.00000 AQL  O
20.53333  00.00000 AQL  O
20.53333 -09.00000 AQL  O
20.00000 -09.00000 AQL  O
20.00000 -12.03333 AQL  O
18.86667 -12.03333 AQL  O
18.86667 -04.00000 AQL  O
18.58333 -04.00000 AQL  O
16.42083 -60.00000 ARA  O
16.42083 -45.50000 ARA  O
17.83333 -45.50000 ARA  O
18.00000 -45.50000 ARA  O
18.00000 -57.00000 ARA  O
17.50000 -57.00000 ARA  O
17.50000 -67.50000 ARA  O
17.00000 -67.50000 ARA  O
16.83333 -67.50000 ARA  O
16.83333 -65.00000 ARA  O
16.75000 -65.00000 ARA  O
16.75000 -63.58333 ARA  O
16.58333 -63.58333 ARA  O
16.58333 -61.00000 ARA  O
16.42083 -61.00000 ARA  O
 2.00000 +09.91667 ARI  O
 1.66667 +09.91667 ARI  O
 1.66667 +25.00000 ARI  O
 1.91667 +25.00000 ARI  O
 1.91667 +27.25000 ARI  O
 2.41667 +27.25000 ARI  O
 2.41667 +30.66667 ARI  O
 2.71667 +30.66667 ARI  O
 3.36667 +30.66667 ARI  O
 3.36667 +19.00000 ARI  O
 3.28333 +19.00000 ARI  O
 3.28333 +09.91667 ARI  O
 4.50000 +30.66667 AUR  O
 4.50000 +36.00000 AUR  O
 4.69167 +36.00000 AUR  O
 4.69167 +52.50000 AUR  O
 5.00000 +52.50000 AUR  O
 5.00000 +56.00000 AUR  O
 6.10000 +56.00000 AUR  O
 6.10000 +54.00000 AUR  O
 6.50000 +54.00000 AUR  O
 6.50000 +50.00000 AUR  O
 6.80000 +50.00000 AUR  O
 6.80000 +44.50000 AUR  O
 7.36667 +44.50000 AUR  O
 7.36667 +35.50000 AUR  O
 6.53333 +35.50000 AUR  O
 6.53333 +28.00000 AUR  O
 5.88333 +28.00000 AUR  O
 5.88333 +28.50000 AUR  O
 4.75000 +28.50000 AUR  O
 4.75000 +30.00000 AUR  O
 4.50000 +30.00000 AUR  O
15.08333 +08.00000 BOO  O
13.50000 +08.00000 BOO  O
13.50000 +15.00000 BOO  O
13.50000 +28.50000 BOO  O
13.95833 +28.50000 BOO  O
13.95833 +30.75000 BOO  O
14.03333 +30.75000 BOO  O
14.03333 +48.50000 BOO  O
14.03333 +55.50000 BOO  O
14.41667 +55.50000 BOO  O
15.25000 +55.50000 BOO  O
15.25000 +53.00000 BOO  O
15.75000 +53.00000 BOO  O
15.75000 +51.50000 BOO  O
15.75000 +40.00000 BOO  O
15.43333 +40.00000 BOO  O
15.43333 +33.00000 BOO  O
15.18333 +33.00000 BOO  O
15.18333 +26.00000 BOO  O
15.08333 +26.00000 BOO  O
 4.26667 -40.00000 CAE  O
 4.26667 -49.00000 CAE  O
 4.50000 -49.00000 CAE  O
 4.50000 -46.50000 CAE  O
 4.83333 -46.50000 CAE  O
 4.83333 -43.00000 CAE  O
 5.00000 -43.00000 CAE  O
